index,id,created_at,date,place,tweet,language,ticker,user_id_str,username,nlikes,nreplies,nretweets,geo,source,compound,bearish,neutral,bullish
432,1367939127753203713_tsla,1.61498E+12,05/03/2021 20:00,,I just sold all my $TSLA shares 😄  https://t.co/FzoN5sSxZm,en,TSLA,14896937,teslaunivrse,72,8,5,,twitter,0.296,0,0.732,0.268
435,1367937071135023110_tsla,1.61498E+12,05/03/2021 20:00,,Always worth a read when it comes from @crowkneecapital   Little different take than that of @StockJabber re: Cathie Wood and ARK investments $TSLA $ARKK $ARKW $ARKQ,en,TSLA,434692661,BettingBruiser,54,0,13,,twitter,0.2263,0,0.927,0.073
436,1367937071135023110_arkk,1.61498E+12,05/03/2021 20:00,,Always worth a read when it comes from @crowkneecapital   Little different take than that of @StockJabber re: Cathie Wood and ARK investments $TSLA $ARKK $ARKW $ARKQ,en,ARKK,434692661,BettingBruiser,54,0,13,,twitter,0.2263,0,0.927,0.073
437,1367937071135023110_arkw,1.61498E+12,05/03/2021 20:00,,Always worth a read when it comes from @crowkneecapital   Little different take than that of @StockJabber re: Cathie Wood and ARK investments $TSLA $ARKK $ARKW $ARKQ,en,ARKW,434692661,BettingBruiser,54,0,13,,twitter,0.2263,0,0.927,0.073
438,1367937071135023110_arkq,1.61498E+12,05/03/2021 20:00,,Always worth a read when it comes from @crowkneecapital   Little different take than that of @StockJabber re: Cathie Wood and ARK investments $TSLA $ARKK $ARKW $ARKQ,en,ARKQ,434692661,BettingBruiser,54,0,13,,twitter,0.2263,0,0.927,0.073
448,1367935340338688001_tsla,1.61498E+12,05/03/2021 20:00,,The boys &amp; I destroyed on $TSLA this morning. Many profits taken as we carefully diagnosed $TSLA levels with the help of @smartertrader,en,TSLA,1.36389E+18,bagchaserpete,26,3,4,,twitter,0.4404,0.113,0.636,0.251
450,1367935241042661377_tsla,1.61498E+12,05/03/2021 20:00,,The more interesting story is what will $TSLA do in the AH's. Usually it drips down in AH's so you can buy and then ride the wave on Monday's.,en,TSLA,9.30774E+17,squawksquare,66,11,0,,twitter,0.4576,0,0.903,0.097
451,1367934604712218629_tsla,1.61498E+12,05/03/2021 20:00,,Elon Musk liked a tweet from Tesla Owners Of Silicon Valley #Tesla $TSLA #SpaceX  https://t.co/mOa0bj3398,en,TSLA,1.34799E+18,EveryElonReply,22,1,1,,twitter,0.4215,0,0.823,0.177
459,1367933666979090433_tsla,1.61498E+12,05/03/2021 20:00,,"LOL, website down:   https://t.co/vrz4Y6PJWC  $TSLA  https://t.co/MXi3M8J4YY",en,TSLA,31263848,stevenmarkryan,107,14,1,,twitter,0.5473,0,0.586,0.414
460,1367932727819960325_tsla,1.61498E+12,05/03/2021 20:00,,I just joined the party:  https://t.co/vrz4Y6PJWC  $TSLA,en,TSLA,31263848,stevenmarkryan,288,36,9,,twitter,0.4019,0,0.649,0.351
467,1367928378037243905_spy,1.61497E+12,05/03/2021 20:00,,"#LosCaciques🏹 February scorecard! No matter the market conditions #Kazonomics always makes sure we have the intel to stay on the right side, catch him live M/W/F 8am EST:   https://t.co/fWVkhs7E5i  https://t.co/7oHqbhw0Yd  https://t.co/FMTjA8mJpY  $spy $qqq $dxy #btc $eth $zm $tsla  https://t.co/fTj8jb67wC",en,SPY,1.17344E+18,DoorMisterdooor,41,3,28,,twitter,0.126,0.053,0.859,0.088
468,1367928378037243905_qqq,1.61497E+12,05/03/2021 20:00,,"#LosCaciques🏹 February scorecard! No matter the market conditions #Kazonomics always makes sure we have the intel to stay on the right side, catch him live M/W/F 8am EST:   https://t.co/fWVkhs7E5i  https://t.co/7oHqbhw0Yd  https://t.co/FMTjA8mJpY  $spy $qqq $dxy #btc $eth $zm $tsla  https://t.co/fTj8jb67wC",en,QQQ,1.17344E+18,DoorMisterdooor,41,3,28,,twitter,0.126,0.053,0.859,0.088
469,1367928378037243905_dxy,1.61497E+12,05/03/2021 20:00,,"#LosCaciques🏹 February scorecard! No matter the market conditions #Kazonomics always makes sure we have the intel to stay on the right side, catch him live M/W/F 8am EST:   https://t.co/fWVkhs7E5i  https://t.co/7oHqbhw0Yd  https://t.co/FMTjA8mJpY  $spy $qqq $dxy #btc $eth $zm $tsla  https://t.co/fTj8jb67wC",en,DXY,1.17344E+18,DoorMisterdooor,41,3,28,,twitter,0.126,0.053,0.859,0.088
470,1367928378037243905_eth,1.61497E+12,05/03/2021 20:00,,"#LosCaciques🏹 February scorecard! No matter the market conditions #Kazonomics always makes sure we have the intel to stay on the right side, catch him live M/W/F 8am EST:   https://t.co/fWVkhs7E5i  https://t.co/7oHqbhw0Yd  https://t.co/FMTjA8mJpY  $spy $qqq $dxy #btc $eth $zm $tsla  https://t.co/fTj8jb67wC",en,ETH,1.17344E+18,DoorMisterdooor,41,3,28,,twitter,0.126,0.053,0.859,0.088
471,1367928378037243905_zm,1.61497E+12,05/03/2021 20:00,,"#LosCaciques🏹 February scorecard! No matter the market conditions #Kazonomics always makes sure we have the intel to stay on the right side, catch him live M/W/F 8am EST:   https://t.co/fWVkhs7E5i  https://t.co/7oHqbhw0Yd  https://t.co/FMTjA8mJpY  $spy $qqq $dxy #btc $eth $zm $tsla  https://t.co/fTj8jb67wC",en,ZM,1.17344E+18,DoorMisterdooor,41,3,28,,twitter,0.126,0.053,0.859,0.088
472,1367928378037243905_tsla,1.61497E+12,05/03/2021 20:00,,"#LosCaciques🏹 February scorecard! No matter the market conditions #Kazonomics always makes sure we have the intel to stay on the right side, catch him live M/W/F 8am EST:   https://t.co/fWVkhs7E5i  https://t.co/7oHqbhw0Yd  https://t.co/FMTjA8mJpY  $spy $qqq $dxy #btc $eth $zm $tsla  https://t.co/fTj8jb67wC",en,TSLA,1.17344E+18,DoorMisterdooor,41,3,28,,twitter,0.126,0.053,0.859,0.088
487,1367926020796416000_tsla,1.61497E+12,05/03/2021 19:00,,"When I tweeted this, I was working on an Options strategy to ensure that I wouldn't lose no matter what happened to $TSLA. Execution is now complete!    Back to focusing on company fundamentals &amp; future.   🙌🙏",en,TSLA,394626603,AlternateJones,28,5,3,,twitter,0.7153,0.029,0.781,0.19
488,1367925327478001667_vper,1.61497E+12,05/03/2021 19:00,,Y’all don’t know how big $VPER will be LA is the 1st city to use its smart air quality monitoring system every cities and states will follow LA and use $VPER this is a step forward from the #COVID19 and VPER is ahead of the game we are a buyout target now @elonmusk $TSLA,en,VPER,1.09573E+18,ClairvoyantINVT,101,9,35,,twitter,0.4019,0,0.95,0.05
490,1367925327478001667_tsla,1.61497E+12,05/03/2021 19:00,,Y’all don’t know how big $VPER will be LA is the 1st city to use its smart air quality monitoring system every cities and states will follow LA and use $VPER this is a step forward from the #COVID19 and VPER is ahead of the game we are a buyout target now @elonmusk $TSLA,en,TSLA,1.09573E+18,ClairvoyantINVT,101,9,35,,twitter,0.4019,0,0.95,0.05
493,1367923212500103169_tsla,1.61497E+12,05/03/2021 19:00,,$TSLA   DROPPED like a BOMB 30% drop  for WHAT??? @elonmusk,en,TSLA,19052568,MadMraket,67,19,3,,twitter,-0.6216,0.436,0.398,0.166
496,1367922342328815616_tsla,1.61497E+12,05/03/2021 19:00,,🔥🔥🔥 Legendary Lotto Friday (+13K 💰). We decimated $TSLA puts in the AM then caught the bottom to go long. Thank you again for helping us navigate these choppy waters. Drinks on me whenever I meet you guys.. have a good weekend bros @eliteoptions2 🍻  https://t.co/4S5Nl5Os4P,en,TSLA,1.35046E+18,YoungMoneyNoah,71,2,3,,twitter,0.765,0,0.84,0.16
516,1367918941729742848_tsla,1.61497E+12,05/03/2021 19:00,,"Covered most of my $TSLA short here (no more puts, just the underlying left). Big move downwards this week. Don't know the future, but for now this was good.  $TSLAQ  https://t.co/GgEotwRc3P",en,TSLA,1.03882E+18,BradMunchen,97,18,0,,twitter,0.5927,0,0.886,0.114
517,1367918941729742848_tslaq,1.61497E+12,05/03/2021 19:00,,"Covered most of my $TSLA short here (no more puts, just the underlying left). Big move downwards this week. Don't know the future, but for now this was good.  $TSLAQ  https://t.co/GgEotwRc3P",en,TSLAQ,1.03882E+18,BradMunchen,97,18,0,,twitter,0.5927,0,0.886,0.114
518,1367918618822971393_tsla,1.61497E+12,05/03/2021 19:00,,Anybody else have this BT candle on $TSLA or is it a ghost?  https://t.co/5AWidD167V,en,TSLA,468126716,jatkinson33,17,12,4,,twitter,-0.3182,0.161,0.839,0
519,1367917702799630345_tsla,1.61497E+12,05/03/2021 19:00,,"Wow, $TSLA now starting doing that $NIO Life thing?! 😳  @FredericLambert  https://t.co/mVANN1bskX",en,TSLA,100253491,_mm85,146,18,17,,twitter,0.6239,0,0.71,0.29
520,1367917702799630345_nio,1.61497E+12,05/03/2021 19:00,,"Wow, $TSLA now starting doing that $NIO Life thing?! 😳  @FredericLambert  https://t.co/mVANN1bskX",en,NIO,100253491,_mm85,146,18,17,,twitter,0.6239,0,0.71,0.29
521,1367916951113187330_tsla,1.61497E+12,05/03/2021 19:00,,Good to know.  $tsla,en,TSLA,1.1617E+18,garyblack00,195,18,4,,twitter,0.4404,0,0.508,0.492
522,1367916547533123589_tsla,1.61497E+12,05/03/2021 19:00,,"$TSLA I hear that if you miss a Tesla monthly payment, Tesla will soon be able to repo itself by driving itself back to dealership 🤣",en,TSLA,1.04733E+18,joealertz,538,33,53,,twitter,-0.1531,0.068,0.932,0
523,1367915350705119232_tsla,1.61497E+12,05/03/2021 19:00,,Happy Friday! Congrats if you held and didn’t panic sell 🙌🏻 $TSLA  https://t.co/qhLAQt7OVj,en,TSLA,1.31112E+18,BMT094,94,18,3,,twitter,0.6239,0.159,0.483,0.357
524,1367915263254003721_tsla,1.61497E+12,05/03/2021 19:00,,I've seen much fewer bulls bragging about their gains lately. I hope they all are safe from COVID! 🙏  $TSLA $TSLAQ,en,TSLA,1.04979E+18,fly4dat,37,7,0,,twitter,0.8172,0,0.653,0.347
525,1367915263254003721_tslaq,1.61497E+12,05/03/2021 19:00,,I've seen much fewer bulls bragging about their gains lately. I hope they all are safe from COVID! 🙏  $TSLA $TSLAQ,en,TSLAQ,1.04979E+18,fly4dat,37,7,0,,twitter,0.8172,0,0.653,0.347
526,1367914934059864072_tsla,1.61497E+12,05/03/2021 19:00,,For the current drop to be as bad as one year ago $TSLA would actually have to go down to 360$ (60% drop) I don't see that happening.   I still think this is repeat of the September drop which was ~30% (going from 900 to 600)  I still think 2000 by year end is possible :),en,TSLA,7.55422E+17,HalloFeld,21,3,0,,twitter,-0.5719,0.129,0.821,0.05
527,1367914474955567115_tsla,1.61497E+12,05/03/2021 19:00,,Really really tempted to go short here after missing out on the last month. Should I? $TSLA $TSLAQ,en,TSLA,1426456723,Paul_M_Huettner,47,19,0,,twitter,-0.296,0.115,0.885,0
528,1367914474955567115_tslaq,1.61497E+12,05/03/2021 19:00,,Really really tempted to go short here after missing out on the last month. Should I? $TSLA $TSLAQ,en,TSLAQ,1426456723,Paul_M_Huettner,47,19,0,,twitter,-0.296,0.115,0.885,0
529,1367913987812298755_tsla,1.61497E+12,05/03/2021 19:00,,$TSLA launches new social media platform to 'engage' its community and promote policies  https://t.co/MzoMz7sDSY via @FredericLambert,en,TSLA,9.30774E+17,squawksquare,86,4,8,,twitter,0.3818,0,0.852,0.148
530,1367913526686277637_tsla,1.61497E+12,05/03/2021 19:00,,"This is the first time Tesla $TSLA has traded below its consensus analyst price target (~$615) since the March 23rd, 2020 COVID Crash low.",en,TSLA,28571999,bespokeinvest,43,2,7,,twitter,-0.5859,0.179,0.821,0
531,1367913467982790660_tsla,1.61497E+12,05/03/2021 19:00,,Of course I still love you $TSLA,en,TSLA,27421182,tesla_lion,23,0,2,,twitter,0.6369,0,0.543,0.457
532,1367912481436340233_riot,1.61497E+12,05/03/2021 18:00,,Swinging $RIOT $TSLA - I hope you guys realize I had ALOT of red days in order to be ready for a market like this. Multiple 4 and 5 figure losses last year. You’re welcome to look through my posts. I try to be as transparent and Human as possible. Much love.  https://t.co/IxSu7zoGq8,en,RIOT,1.33831E+18,notmrmanziel,81,12,2,,twitter,0.9081,0.047,0.692,0.261
533,1367912481436340233_tsla,1.61497E+12,05/03/2021 18:00,,Swinging $RIOT $TSLA - I hope you guys realize I had ALOT of red days in order to be ready for a market like this. Multiple 4 and 5 figure losses last year. You’re welcome to look through my posts. I try to be as transparent and Human as possible. Much love.  https://t.co/IxSu7zoGq8,en,TSLA,1.33831E+18,notmrmanziel,81,12,2,,twitter,0.9081,0.047,0.692,0.261
540,1367912011426889736_tsla,1.61497E+12,05/03/2021 18:00,,$TSLA $TSLAQ The level of faith in Electric Jesus... I just can't...  https://t.co/dLlyV8iIL2,en,TSLA,1.21267E+18,yoloption,43,8,0,,twitter,0.4215,0,0.797,0.203
541,1367912011426889736_tslaq,1.61497E+12,05/03/2021 18:00,,$TSLA $TSLAQ The level of faith in Electric Jesus... I just can't...  https://t.co/dLlyV8iIL2,en,TSLAQ,1.21267E+18,yoloption,43,8,0,,twitter,0.4215,0,0.797,0.203
542,1367911298495778822_tsla,1.61497E+12,05/03/2021 18:00,,Opinion: The Conspiracy to Crush My $150 Portfolio Goes All The Way to the White House #stockmarketcrash $Tsla  https://t.co/V4pStguvPX,en,TSLA,704160848,MattSaincome,80,5,6,,twitter,-0.6124,0.227,0.773,0
543,1367911142480248832_tsla,1.61497E+12,05/03/2021 18:00,,I'm trying to tell something. I hope you're listening.   $TSLA,en,TSLA,394626603,AlternateJones,70,7,1,,twitter,0.4404,0,0.734,0.266
544,1367911095868919808_tsla,1.61497E+12,05/03/2021 18:00,,Analyst Recommends Tesla Ditch Asset-Heavy Car Business to Daytrade Bitcoin   https://t.co/qRIIR4e0nS $tsla $btc,en,TSLA,704160848,MattSaincome,18,2,0,,twitter,0.2263,0,0.863,0.137
545,1367911095868919808_btc,1.61497E+12,05/03/2021 18:00,,Analyst Recommends Tesla Ditch Asset-Heavy Car Business to Daytrade Bitcoin   https://t.co/qRIIR4e0nS $tsla $btc,en,BTC,704160848,MattSaincome,18,2,0,,twitter,0.2263,0,0.863,0.137
546,1367910752988848131_tsla,1.61497E+12,05/03/2021 18:00,,"Here's my prediction for $TSLA.  In 6 months, the bears will have gone silent. And bulls will be complaining about not buying ore during the March dip.  The price... who gives a shit?",en,TSLA,1.04641E+18,RandyVegetables,115,9,11,,twitter,-0.6597,0.157,0.843,0
549,1367910526907473920_tsla,1.61497E+12,05/03/2021 18:00,,"@WholeMarsBlog Ron Baron, who let his $TSLA investments appreciate to *over 50% of the fund’s total value*— in 2 different focused funds— before selling any.  Legendary.  https://t.co/fF2JKF2R79",en,TSLA,367237480,ICannot_Enough,29,1,1,,twitter,0.6486,0,0.819,0.181
577,1367910065320132612_tsla,1.61497E+12,05/03/2021 18:00,,Tesla has shed more market cap in the last two weeks than VCs invested in all US startups combined in 2020.  $TSLA 2-week Drop: $184bn 2020 US VC: $156bn  https://t.co/dFjaxLGDnK,en,TSLA,21306324,packyM,29,5,4,,twitter,-0.2732,0.068,0.932,0
583,1367909784217923589_tsla,1.61497E+12,05/03/2021 18:00,,Hey guys! I am at 725 followers! Can you please help me get to 1000 so that $tsla gets to 1000 too? Thank you in advance brothers and sisters! 🚀👐🙏💎🙌❤️,en,TSLA,17397931,adrFinance,25,2,6,,twitter,0.8114,0,0.756,0.244
593,1367908985848872960_tsla,1.61497E+12,05/03/2021 18:00,,"I hope you can all tell by my tweets how few F's I give about this market turmoil.  No margin. Strong conviction. I've done my homework. Bring it, bitches!  $TSLA",en,TSLA,435266378,TSLAFanMtl,22,3,1,,twitter,-0.4003,0.233,0.604,0.163
594,1367908534915063808_tsla,1.61497E+12,05/03/2021 18:00,,So green close today?  This shit is nothing if not entertaining.   🤣  $TSLA,en,TSLA,435266378,TSLAFanMtl,28,2,1,,twitter,-0.3735,0.23,0.639,0.13
597,1367907758511652868_tsla,1.61497E+12,05/03/2021 18:00,,What a day! From $627 to $539.49 back to $600+ and now 71m+ isn volume on the day. $TSLA sure ain't boring lol.  https://t.co/ewZDgJWeXA,en,TSLA,243013409,SawyerMerritt,359,37,27,,twitter,0.3009,0.087,0.744,0.169
598,1367907740937560069_tsla,1.61497E+12,05/03/2021 18:00,,I would not be surprised at all if my friend PapaGary @garyblack00 bought more @tesla shares recently. Agree @dariussavelov ? $tsla,en,TSLA,17397931,adrFinance,24,2,0,,twitter,0.7588,0.067,0.604,0.329
599,1367907629557633028_tsla,1.61497E+12,05/03/2021 18:00,,I get put onto the best $tsla $tslaq stuff by @JCOviedo6. He's my #FridayFollow for y'all.  Speaking of #Tesla stuff... here's @GerberKawasaki's latest. With bonus reply.  ht @TESLAcharts @passthebeano @rocket_jenross @MotherCabriniNY @WallStCynic @orthereaboot @VickiBryanBondA  https://t.co/x5UXaluyRn,en,TSLA,1030930902,dapstats,23,4,5,,twitter,0.8271,0,0.806,0.194
600,1367907629557633028_tslaq,1.61497E+12,05/03/2021 18:00,,I get put onto the best $tsla $tslaq stuff by @JCOviedo6. He's my #FridayFollow for y'all.  Speaking of #Tesla stuff... here's @GerberKawasaki's latest. With bonus reply.  ht @TESLAcharts @passthebeano @rocket_jenross @MotherCabriniNY @WallStCynic @orthereaboot @VickiBryanBondA  https://t.co/x5UXaluyRn,en,TSLAQ,1030930902,dapstats,23,4,5,,twitter,0.8271,0,0.806,0.194
601,1367907566567583744_tsla,1.61497E+12,05/03/2021 18:00,,"$TSLA 600!! Sold $tsla 05MAR21 580.00c from $5.5 to $21.  small play, didn't post entry.",en,TSLA,204531012,data168,25,3,1,,twitter,0.4559,0,0.824,0.176
604,1367905322950615045_tsla,1.61497E+12,05/03/2021 18:00,,"I woke up today and bought more $TSLA. The price drop presented a great buying opportunity. The best time to buy is when fear is at all time highs.   In 6 months the only thing you'll be saying is ""I wish I bought more"". @SawyerMerritt @WholeMarsBlog @AdamHoov",en,TSLA,547558745,T_Bowen10,154,5,15,,twitter,0.8591,0.094,0.66,0.246
605,1367905206181257217_tsla,1.61497E+12,05/03/2021 18:00,,tesla down to levels not seen since...wait for it.... November 2020.... WOW!! LOL! $tsla,en,TSLA,17397931,adrFinance,15,0,0,,twitter,0.8733,0,0.573,0.427
609,1367904918544252930_tsla,1.61497E+12,05/03/2021 18:00,,$TSLA Has launched a new social media platform to engage its community and promote policies - Electrek,en,TSLA,8.17008E+17,MarketRebels,143,8,23,,twitter,0.6705,0,0.649,0.351
610,1367904474702970881_tsla,1.61497E+12,05/03/2021 18:00,,$TSLA Tesla launches new social media platform to 'engage' its community and promote policies  https://t.co/Iq0EHGCQfO via @FredericLambert,en,TSLA,1.26566E+18,Manpree31938145,24,3,8,,twitter,0.3818,0,0.86,0.14
611,1367904469988511752_tsla,1.61497E+12,05/03/2021 18:00,,Congrats to all investors that kept their emotions on the side and added $TSLA at discounts today!  Who scooped some Tesla shares today? 🔥  RAISE YOUR HANDS! 🙌  https://t.co/Oq7srUabBM,en,TSLA,9.85244E+17,Teslaconomics,80,20,1,,twitter,0.7339,0,0.802,0.198
612,1367904462031912962_tsla,1.61497E+12,05/03/2021 18:00,,The tesla bear party is going to be short. Warning. Cover now. $tsla,en,TSLA,349249475,GerberKawasaki,1809,93,109,,twitter,0.0772,0.149,0.683,0.168
616,1367904052227477504_tsla,1.61497E+12,05/03/2021 18:00,,$TSLA LAUNCHES NEW SOCIAL MEDIA PLATFORM TO 'ENGAGE' ITS COMMUNITY AND PROMOTE POLICIES - ELECTREK,en,TSLA,8.65625E+17,breakingmkts,21,0,4,,twitter,0.3818,0,0.833,0.167
617,1367904030614315011_tsla,1.61497E+12,05/03/2021 18:00,,$TSLA LAUNCHES NEW SOCIAL MEDIA PLATFORM TO ‘ENGAGE’ ITS COMMUNITY AND PROMOTE POLICIES - ELECTREK,en,TSLA,2704294333,DeItaone,960,72,144,,twitter,0.3818,0,0.833,0.167
618,1367903511229456387_tsla,1.61497E+12,05/03/2021 18:00,,This sell-off has not been kind to some of the hottest growth stocks out there😰  $TSLA $TDOC $PLUG $TTD  Are all getting crushed📉  No doubt that there are some great buying opportunities out there🔥  Are you looking to add more stability to your portfolio?  👇🏻,en,TSLA,1.25785E+18,HeroDividend,34,4,4,,twitter,0.4261,0.134,0.699,0.167
619,1367903511229456387_tdoc,1.61497E+12,05/03/2021 18:00,,This sell-off has not been kind to some of the hottest growth stocks out there😰  $TSLA $TDOC $PLUG $TTD  Are all getting crushed📉  No doubt that there are some great buying opportunities out there🔥  Are you looking to add more stability to your portfolio?  👇🏻,en,TDOC,1.25785E+18,HeroDividend,34,4,4,,twitter,0.4261,0.134,0.699,0.167
620,1367903511229456387_plug,1.61497E+12,05/03/2021 18:00,,This sell-off has not been kind to some of the hottest growth stocks out there😰  $TSLA $TDOC $PLUG $TTD  Are all getting crushed📉  No doubt that there are some great buying opportunities out there🔥  Are you looking to add more stability to your portfolio?  👇🏻,en,PLUG,1.25785E+18,HeroDividend,34,4,4,,twitter,0.4261,0.134,0.699,0.167
621,1367903511229456387_ttd,1.61497E+12,05/03/2021 18:00,,This sell-off has not been kind to some of the hottest growth stocks out there😰  $TSLA $TDOC $PLUG $TTD  Are all getting crushed📉  No doubt that there are some great buying opportunities out there🔥  Are you looking to add more stability to your portfolio?  👇🏻,en,TTD,1.25785E+18,HeroDividend,34,4,4,,twitter,0.4261,0.134,0.699,0.167
625,1367903018130173952_tsla,1.61497E+12,05/03/2021 18:00,,I gladly remind my own stupid mistake I did and I regretted. This time last year I panicked sell my first $TSLA share I bought in cash app. I listened to someone I never should have. #liveandlearn #nomoremistake #dontbelikeme #thinkforyourself 🥰,en,TSLA,23284927,piangfa,25,2,1,,twitter,-0.7783,0.265,0.628,0.107
628,1367902094548631553_tsla,1.61497E+12,05/03/2021 18:00,,Now have control over about 3000 shares of $TSLA.  This from a couple weeks ago of only 1200 shares.   My god I do love a good blood bath @SawyerMerritt @AlternateJones,en,TSLA,1.34347E+18,peterrr_951,275,17,7,,twitter,0.9118,0,0.618,0.382
629,1367901641098289152_tsla,1.61497E+12,05/03/2021 18:00,,"In my latest @cleantechnica article, I share my thoughts on why $tsla is the most shorted stock.   It’s not about tslaq or @Elonmusk but Tesla is a threat to the entire fossil fuel industry.",en,TSLA,1957568797,JohnnaCrider1,91,10,18,,twitter,-0.6124,0.127,0.829,0.044
634,1367900562910375937_tsla,1.61497E+12,05/03/2021 18:00,,"I bought the dip on @tesla stonk, pre ordered the cybertruck, and @SpaceX internet  I'm sold on the whole thing now:  - Solar Panels and Roof - Bullet Proof Trucks - Home Batteries - #Bitcoin  - $TSLA Meet Ups - $TSLA Youtubers - The HVAC idea - The autonomous ride sharing idea",en,TSLA,67109577,BrainHarrington,38,7,1,,twitter,0.4215,0,0.938,0.062
636,1367900462456786944_tsla,1.61497E+12,05/03/2021 18:00,,Owning $TSLA last month vs this month   This is why we play the long game with the most disruptive companies in the world  https://t.co/Fx7vsQD9G0,en,TSLA,85663573,BackpackerFI,93,6,5,,twitter,-0.0498,0.096,0.815,0.089
665,1367900289685196802_tsla,1.61497E+12,05/03/2021 18:00,,I'm going to buy Mom a Plaid Model X for her retirement gift 🤫   And I'm going to make $TSLA shorts pay for it by selling put leaps 😂,en,TSLA,1651403384,ChrisDungeon,138,10,3,,twitter,0.3612,0.051,0.842,0.106
668,1367899505731977217_tsla,1.61497E+12,05/03/2021 18:00,,Here’s Google trends search activity showing same result:  $TSLA has moved to #1 most searched auto brand globally over the past 5 years (same result over every time period).  Kia now #2.  https://t.co/5iPJ9xhFla,en,TSLA,1.1617E+18,garyblack00,264,24,14,,twitter,-0.6369,0.119,0.881,0
669,1367899300026519555_sq,1.61497E+12,05/03/2021 18:00,,I really want to invest in $SQ because I know it's going places but...  Their products lack emotion. Tough to get excited about banking and point-of-sale products.  That's why I'll stick with 💯 $TSLA,en,SQ,1651403384,ChrisDungeon,24,5,0,,twitter,0.0498,0.109,0.776,0.115
670,1367899300026519555_tsla,1.61497E+12,05/03/2021 18:00,,I really want to invest in $SQ because I know it's going places but...  Their products lack emotion. Tough to get excited about banking and point-of-sale products.  That's why I'll stick with 💯 $TSLA,en,TSLA,1651403384,ChrisDungeon,24,5,0,,twitter,0.0498,0.109,0.776,0.115
671,1367898763633647617_tsla,1.61497E+12,05/03/2021 18:00,,Some tesla car porn. Thanks @UnpluggedTesla $tsla  https://t.co/K0A5Ir7Xy9,en,TSLA,349249475,GerberKawasaki,339,27,18,,twitter,0.4404,0,0.707,0.293
672,1367898746319556608_tsla,1.61497E+12,05/03/2021 18:00,,one of the things that makes me bullish on $TSLA is how much many people in the finance world irrationally hate it (often because they lost massive amounts of money shorting it)   so many “honda beat Tesla!” type stories with 0 factual basis,en,TSLA,1.26349E+18,WholeMarsBlog,117,9,9,,twitter,-0.8356,0.186,0.814,0
678,1367898089651019777_tsla,1.61497E+12,05/03/2021 18:00,,Optimism among $TSLA bulls is high.,en,TSLA,7.32548E+17,ValueAnalyst1,394,27,17,,twitter,0.5423,0,0.588,0.412
687,1367897781818458113_tsla,1.61497E+12,05/03/2021 18:00,,owning $tsla ain't for the weak lol,en,TSLA,1.01606E+18,teslaownersSV,523,23,47,,twitter,0.6377,0,0.49,0.51
688,1367897390846509061_tsla,1.61497E+12,05/03/2021 17:00,,"$TSLA now the most searched automobile brand on Google, and shows the biggest change over the past 10 years.  That share of search activity has to translate to increased automobile market share, which was just 0.7% in 2020.  https://t.co/6pLiC51TPC",en,TSLA,1.1617E+18,garyblack00,442,31,59,,twitter,0.6705,0,0.847,0.153
721,1367895441258524679_tsla,1.61497E+12,05/03/2021 17:00,,"@SawyerMerritt I bought 14 shares of $TSLA earlier. I already made ~10%+ from them. But it doesn't matter, I'm thinking 2030. Diamond hands. 💎",en,TSLA,613214169,HassanAesthetic,20,0,0,,twitter,0.5463,0.045,0.76,0.194
722,1367895058599407617_tsla,1.61497E+12,05/03/2021 17:00,,Reminder to everyone that Tesla isn’t any less awesome as a company just because $TSLA is currently down. It’s temporary. Like I bought in November at $390. Where is the positivity guys?,en,TSLA,1.18582E+18,notjustplanetA,28,6,0,,twitter,0.8627,0,0.738,0.262
730,1367894053212262402_tsla,1.61497E+12,05/03/2021 17:00,,Keen to see @ARKInvest's trades for the day.  I suspect we see big buying on $TSLA &amp; lots of genomics stocks (soo many bargains).,en,TSLA,31263848,stevenmarkryan,555,31,22,,twitter,0.0772,0.086,0.817,0.097
734,1367893499908067334_tsla,1.61497E+12,05/03/2021 17:00,,"Join me in this webinar as I walk through six stocks that I think are trading at a deep discount to intrinsic value. I won't be talking $TSLA, but should still be a fun session as we explore using ROIC to find some gems in the market today.",en,TSLA,129235915,freshjiva,22,1,1,,twitter,0.775,0,0.838,0.162
735,1367892924621414402_tsla,1.61497E+12,05/03/2021 17:00,,A bunch of fools got their $TSLA shares stolen today. ☠️   Do not be surprised if we close green. 📈  THIS IS TESLA! 🔥  https://t.co/NINc24t0xb,en,TSLA,9.85244E+17,Teslaconomics,246,25,21,,twitter,-0.7317,0.293,0.63,0.077
737,1367892610375950340_tsla,1.61497E+12,05/03/2021 17:00,,"$TSLA Hell that would be nice 🤣🤣  I do remember on every major dip they had a major announcement, brings back memories of 1 for 5 split when it was tanking and then S&amp;P inclusion. FSD or some other surprise is next",en,TSLA,1.04733E+18,joealertz,58,6,4,,twitter,-0.1779,0.103,0.787,0.11
742,1367892282830163976_tsla,1.61497E+12,05/03/2021 17:00,,How do I know $TSLA is a Fraud?   It's doing the same thing as $NKLA and it's slowly rooling downhill   $TSLAQ  https://t.co/yeYMVSX0r1,en,TSLA,1.15577E+18,laque_tess,26,2,0,,twitter,-0.5859,0.167,0.833,0
